hallazgo_id,plan_id,auditor,name_hallazgo,capitulo,dependencia,descripcion,causa,efecto
63,8,jeguzmang,4.2 ,AUDITORÍA INTERNA      ,SCON,"Realizar registros sin los respaldos adecuados y sin la debida justificación por parte del Ordenador del gasto o quien haga sus veces: Según lo que hemos auditado, el grupo auditor a observado que se han registrado datos sin los respaldos correspondienes situación que afecta la Unidad de Contabilidad, en el hecho de estar realizando reclasificaciones y ajustes en los registros contables.  Esta situación crea incertidumbre en los movimientos que respaldan los Estados Financieros","Se reconoce que la Universidad Distrital enfrenta limitaciones con su software propio para el control de Activos Fijos e Inventarios - ARKA. Este software no se ha adaptado adecuadamente a las exigencias del Nuevo Marco Normativo Contable, generando obstáculos para identificar las fuentes que respaldan las entradas de almacén entre otras dificultades.",
64,8,jeguzmang,4.4,AUDITORÍA INTERNA      ,AGI,"Incumplimiento del Articulo 8 Resolución No. 03 de junio de 2022 expedida por la Universidad Distrital Francisco José de Caldas:  Según sesión ordinaria indica “El Comité de Inventarios se reunirá de manera ordinaria una vez por trimestre o por convocatoria de la Presidencia, a través de la Secretaria Técnica, cada vez que la circunstancias los amerite.  La asistencia a estas reuniones es de carácter obligatorio e indelegable.  Las recomendaciones, conceptos y decisiones serán emitidos y consignados en el acta correspondiente, suscrita por los miembros, los que se constituye en la base y el soporte fundamental de todos los tramites y gestiones que se adelanten a través del Comité.. Se ha observado, mediante la revisión realizada por la Oficina de Control Interno, que no se han llevado a cabo las reuniones correspondientes al Comité de Inventarios, según lo estipulado en la Resolución No. 254 del 3 de junio de 2022.  Esta resolución estableció la creación del Comité de Inventarios en la Universidad Distrital Francisco José de Caldas.","La resolución 254  del 02 junio 2022, esta derogada por la resolución 604 del 30 de octubre 2023.",
65,9,llvergaraa,1.5,AUDITORÍA INTERNA      ,VIA,"Si bien es cierto que las actividades descritas en la respuesta otorgada; se consideran como parte del control, en sentir de la OCI, la misma se considera insuficiente. Al observar dentro del verificar establecido en el ciclo PHVA publicado en el que se establece en verificar como: “Realizar el seguimiento y evaluación a las actividades de conformación y gestión de las Estructuras de Investigación, así como Realizar el seguimiento y evaluación a los Proyectos, Convenios y/o Contratos Interadministrativos de gestión Investigativa”, no se visualiza el seguimiento ni la evaluación que allí se establece.","Al observar dentro del verificar establecido en el ciclo PHVA publicado6 en el que se establece en verificar como: “Realizar el seguimiento y evaluación a las actividades de conformación y gestión de las Estructuras de Investigación, así como Realizar el seguimiento y evaluación a los Proyectos, Convenios y/o Contratos Interadministrativos de gestión Investigativa”, no se visualiza el seguimiento ni la evaluación que allí se establece.",
66,9,llvergaraa,3.1,AUDITORÍA INTERNA      ,CIDC,"Dada la respuesta otorgada, si bien es cierto se muestran actividades encaminadas y útiles para la formulación y actualización del plan maestro de investigaciones, se establece un hallazgo por la no actualización del mismo establecido en el modelo de operaciones publicado por la Universidad, específicamente en la actividad del “planear14”.","la no actualización del mismo establecido en el modelo de operaciones publicado por la Universidad, específicamente en la actividad del “planear",
67,9,llvergaraa,5.3,AUDITORÍA INTERNA      ,CIDC,Falta de verificación de los controles formulados en la matriz de riesgos del proceso.,Falta de divulgación de las convocatorias y actividades de investigación que realiza la Oficina de Investigacione,
68,9,llvergaraa,8,AUDITORÍA INTERNA      ,CIDC,Información incompleta y no clara respecto a la apropiación y ejecución presupuestal de algunos convenios preguntados.,"Reafirma las razones iniciales del hallazgo.
• No se da claridad suficiente sobre las cifras observadas.",
69,9,llvergaraa,9,AUDITORÍA INTERNA      ,CIDC,"Falta de seguimiento y evaluación realizada en la vigencia 2022 a las estructuras y grupos, a los proyectos, a los convenios, a los contratos interadministrativos y semilleros de investigación.

","la inobservancia de la Resolución 629-2016 Manual de Supervisión e Interventoría de la Universidad Distrital Francisco José de Caldas y su modificación con Resolución 018-2018, en especial en: El artículo 5 y su literal a",
70,9,llvergaraa,10.1,AUDITORÍA INTERNA      ,CIDC,"No se da respuesta coherente con los cuestionamientos inicialmente realizados: ""10.1. Literal a. Por favor informar la ejecución de los $160.000.000 logrados como beneficio de la Universidad en la convocatoria 921-2022 realizada por Min Ciencias. ""","Lo establecido en el HACER del modelo de operaciones publicado27. Si bien el Acuerdo 004-2013 establece que, el beneficio institucional originado en los convenios debe ser liquidado, informado y trasladado a la Tesorería de la Universidad, el supervisor del contrato debe contar con la información de forma oportuna ",
71,9,llvergaraa,10.2,AUDITORÍA INTERNA      ,CIDC,Falta de seguniento y control ene la ejecución de programas y proyectos firmados,"Lo establecido en el HACER del modelo de operaciones publicado27. Si bien el Acuerdo 004-2013 establece que, el beneficio institucional originado en los convenios debe ser liquidado, informado y trasladado a la Tesorería de la Universidad, el supervisor del contrato debe contar con la información de forma oportuna ",
72,9,llvergaraa,10.3,AUDITORÍA INTERNA      ,CIDC,La falta de control efectivo y oportuno por parte del Centro de Investigaciones en la supervisión de convenios / contratos firmados,"Lo establecido en el HACER del modelo de operaciones publicado27. Si bien el Acuerdo 004-2013 establece que, el beneficio institucional originado en los convenios debe ser liquidado, informado y trasladado a la Tesorería de la Universidad, el supervisor del contrato debe contar con la información de forma oportuna ",
73,9,llvergaraa,12 y 13,AUDITORÍA INTERNA      ,CIDC,"La falta de control efectivo y oportuno por parte del Centro de Investigaciones en la supervisión de convenios / contratos firmados para evitar que los mismos, lleguen al estado denominado como crítico.","( Revisar el GPR-015) SIGUD
En atención a la respuesta otorgada, se determina un hallazgo dada la inobservancia de la Resolución 629-2016 Manual de Supervisión e Interventoría de la Universidad ",
74,10,yxsanchezc,2.1.1,AUDITORÍA INTERNA      ,SBI,"Inconsistencia de la información enviada en comparación a lo reportado en el aplicativo SI - CAPITAL en materia de apropiación y ejecución realizada, para los proyectos de inversión 4150 dentro del plan de desarrollo (2016-2019) “dotación y actualización de biblioteca” y 7889 dentro del plan de desarrollo (2020-2023)
“consolidación modelo de servicios centro de recursos para el aprendizaje CRAI”.","Baja ejecución presupuestal
Falta de información",
75,10,yxsanchezc,2.1.2,AUDITORÍA INTERNA      ,SBI,Por falta de soportes que permitan evidenciar la gestión realizada para la destinación de los rubros de funcionamiento de elementos y servicios con el presupuesto asignado para la vigencia 2023.,"*Falta de soportes documentales
no hay evidencias como medio
de soporte de gestión en relación al rubro de desinfección.",
76,10,yxsanchezc,2.2.1,AUDITORÍA INTERNA      ,SBI,Por falta de soportes que permitan evidenciar la información de las actividades planeadas con el presupuesto asignado para la vigencia 2023.,Falta de soportes documentales,
77,10,yxsanchezc,2.3.1,AUDITORÍA INTERNA      ,SBI,"Por no informar de manera cuantitativa y descriptiva los recursos disponibles para el servicio de la comunidad universitaria, no se evidencia en los adjuntos el diligenciamiento del formato GIB-PR-001-FR-016 llamado donación de material bibliográfico, conforme a lo establecido en los procedimientos de gestión de la información bibliográfica de la página del SIGUD.","* No uso del formato  GIB-PR-001-FR-016 donación de material bibliográfico.
* Falta de control en el inventario de la Unidad de BIblioteca",
78,10,yxsanchezc,2.4.1,AUDITORÍA INTERNA      ,SBI,"El material documental aportado no adjunta la información correspondiente al ítem 4.1 y 4.2 (periodicidad y métodos de control), por lo tanto no es posible realizar la respectiva verificación, sin embargo, una vez validada la página web se evidencio que si se cuenta con controles requeridos en los procedimientos mencionados en el BG-0188-2023.","* Falta de soportes documentales que suspenten los controles (formatos del proceso)
*Información incompleta 
*Falencias en la interpretación de la pregunta y la respuesta",
79,10,yxsanchezc,2.4.2.1,AUDITORÍA INTERNA      ,SBI,"No se da respuesta en cuanto al uso físico y virtual de la biblioteca, reporta la información de la disponibilidad de los recursos de la universidad, mas no del uso que realmente le está dando la comunidad universitaria.","* Respecto a 18 equipos de paiba al ingreso, no se da información clara, respecto estadisticas, uso,  que función cumplen,  como se controla y quien los usa.

* Desconocimiento de los servicios y recursos disponibles en la Biblioteca.
* Inadecuada relación de usos del servicios con evidencias",
80,10,yxsanchezc,2.4.3.1,AUDITORÍA INTERNA      ,SBI,No tener un documento que avale el cambio de uso de biblioteca a oficinas y no gestionar e informar los posibles problemas que puede tener la universidad con la acreditación,* Desconocimiento por parte de la Unidad de Biblioteca de los documentos soportes que avalan la asignación de espacios en la Sede Aduanilla de Paiba,
81,10,yxsanchezc,2.5.1,AUDITORÍA INTERNA      ,SBI,Por registrar en los planes de mejoramiento evidencias que no corresponden a las acciones planteadas,"Soportes documentamentales que no dan respuesta a acciones planteadas. 
Falta de permisos para eliminar soportes en aplicativo SISIFO.
",
82,10,yxsanchezc,2.6.1,AUDITORÍA INTERNA      ,SBI,No se evidencia gestión para reiterar la solicitud de la implementación y actualización de los (42) documentos asociados al modelo de operación objeto a modificar,"* Falta de gestión administrativa
* Tramites administrativos innecesarios para la aprobación de Resoluciones, procedimientos, caracterización del proceso.
* Tiempos prolongados en la revisión, retroalimentación para el VoBo y aprobación de documentos del Procesos",
83,10,yxsanchezc,2.7.1,AUDITORÍA INTERNA      ,SBI,"No se informa cuáles son los resultados de las mediciones realizadas en los indicadores, también se evidencia que no se está haciendo uso del formato con los criterios establecidos, ni con la periodicidad indicada, no hay unas cifras claras para hacer el respectivo cálculo de manera porcentual.",* Falencias en la medición de indicadores. * Falta de soportes respecto a datos reportados. ,
84,10,yxsanchezc,2.8.1,AUDITORÍA INTERNA      ,SBI,No existe un procedimiento publicado en la página del SIGUD que permita evidenciar el debido proceso para la destinación al descarte.,"* Falta de información en los procedimientos del proceso respecto a destinación al descarte
* Falta de actualización de los documentos del proceso GIB",
85,10,yxsanchezc,2.8.2,AUDITORÍA INTERNA      ,SBI,"No hay soporte que permita evidenciar las cifras de la destinación de los 1032 recursos bibliográficos pertenecientes a la colección general de acuerdo en lo expresado mediante respuesta BG-073-2023
","* Falencia en la información presentada, por exceso de desglose. 
* Falta de claridad en los soportes",
86,10,yxsanchezc,2.9.1,AUDITORÍA INTERNA      ,SBI,"Diferencia entre los inventarios y lo publicado en la página web, según la información soporte relacionada por el área y suministrada de acuerdo a la solicitud de información; Se observa diferencias en las cifras relacionadas en los informes versus lo publicado en la página web.",* Información desactualizada.,
87,11,jeguzmang,1.1.1,AUDITORÍA INTERNA      ,DRFC,"Posible falta de actualización del Mapa de Riesgos del Proceso de Gestión de Infraestructura Física de la Universidad Distrital, lo cual no se evidencia, ni se realiza por los responsables del Proceso desde junio del 2022.",Falta de conocimiento y seguimiento a los procesos.,
88,11,jeguzmang,1.1.2,AUDITORÍA INTERNA      ,DRFC,"Desconocimiento por parte del personal de las dependencias dueñas del Proceso sobre el Mapa de Riesgos y el no reconocimiento de este, como una herramienta en la administración del riesgo y su importancia en la determinación y mitigación de los riesgos en la gestión institucional.",Falta de conocimiento y seguimiento a los procesos.,
89,11,jeguzmang,2.1.1.1,AUDITORÍA INTERNA      ,DRFC,"Carencia de información y registros de la Caracterización del Proceso, así como la falta de actualización, desorden e irregular gestión documental en el archivo de los anterior, y observándose como último año de revisión del Proceso de Gestión de Infraestructura Física-GIF en él 2017.
",Falta de conocimiento y seguimiento a los procesos.,
90,11,jeguzmang,2.2.1.1 ,AUDITORÍA INTERNA      ,DRFC,"GIF-PR-001 al GIF-PR-018: Falta de revisión y actualización de todos los procedimientos, a los cuales no se les realiza desde el año 2017. Así mismo, información y base legal derogada. En cuanto a  los formatos de dichos procedimientos, en algunos no se evidencian los nombres de los responsables que elaboraron, revisaron y aprobaron e igualmente sin fechas.",Falta de conocimiento y seguimiento a los procesos.,
91,11,jeguzmang,2.3.1.1,AUDITORÍA INTERNA      ,DRFC,"Duplicidad de los Indicadores del Proceso con códigos GIF-206 y el GIF-207, tal como se observa en la información o registro existente en la página del Proceso, ya que describen lo mismo; así
como la falta de actualización de todos los indicadores, evidenciado desorden e irregular gestión documental en el archivo de los registros o documentos del Proceso GIF.",Falta de conocimiento y seguimiento a los procesos.,
92,11,jeguzmang,2.4.1.1,AUDITORÍA INTERNA      ,DRFC,"Realizada la revisión a los registros del Normograma del Proceso se evidencia que este no se actualiza desde el 29 de noviembre de 2019, encontrándose normatividad derogada y ausencia de las nuevas normas, tanto internas como externas aplicables al Proceso.",Falta de conocimiento y seguimiento a los procesos.,
93,11,jeguzmang,3.1.1.1,AUDITORÍA INTERNA      ,DRFC,"Al verificar la información de la página web de Contratación de la Universidad, de la Oficina de Contratación y de la Oficina de Infraestructura, sobre los procesos contractuales en sus diferentes modalidades, se evidenció que encuentran los soportes de los contratos en su etapa pre-contractual y contractual , pero no se evidencian registros de la etapa post contractual o de la ejecución o estado de los mismos, yendo en contravía con lo dispuesto con el Acuerdo 002 de 2015, por medio del cual se adopta las Políticas de Transparencia y Anticorrupción para la Universidad.",Falta de conocimiento y seguimiento a los procesos.,
94,11,jeguzmang,3.1.1.2,AUDITORÍA INTERNA      ,DRFC,"En los Proyectos de Inversión (7821, 7894 y 7896) relacionados al Proceso de Infraestructura Física se identifica la falta de planeación y organización por parte de todas las dependencias que intervienen en la dirección y seguimiento de estos que les permita verificar con certeza la entrega de los requerimientos en elcumplimiento de sus obligaciones, suministrando información veraz de los resultados alcanzados, siendo afectada la confiabilidad y calidad de la información que se suministra.",Falta de conocimiento y seguimiento a los procesos.,
95,11,jeguzmang,3.2.3.1.1,AUDITORÍA INTERNA      ,DRFC,"No se evidencia, según registros aportados si se ha dado inicio al proceso de liquidación del Contrato de Comisión CDC 1054 de 2022, configurándose en un posible incumplimiento dentro de los plazos y el cronograma acordado según contrato.",Falta de conocimiento y seguimiento a los procesos.,
96,11,jeguzmang,3.2.4.1.1,AUDITORÍA INTERNA      ,DRFC,"No se evidencia, según registros aportados, si se ha dado inicio al proceso de liquidación del Contrato Orden de Compra 109101 de 2023, configurándose en un posible incumplimiento dentro de los plazos y el cronograma acordado según contrato.",Falta de conocimiento y seguimiento a los procesos.,
97,11,jeguzmang,3.2.4.2.1,AUDITORÍA INTERNA      ,DRFC,"No se evidencia, según registros aportados, el acta de inicio del contrato, configurándose en un posible incumplimiento a la publicación de los registros y documentos del proceso de contratación.",Falta de conocimiento y seguimiento a los procesos.,
98,11,jeguzmang,3.2.6.1,AUDITORÍA INTERNA      ,DRFC,"No se evidencia, según registros aportados, el acta de inicio del contrato, ni informes de avance del Contrato 1057 de 2022, tanto físico como financiero, configurándose en un posible incumplimiento a la publicación de los registros y documentos del proceso de contratación, tal como lo describe las cláusulas del mismo contrato y el Acuerdo 003 de 2015, “Estatuto de  Contratación” del Consejo Superior Universitario- CSU, en cuanto al Cumplimiento de los principios de publicidad y transparencia en la contratación de la Universidad.",Falta de conocimiento y seguimiento a los procesos.,
99,12,joaramirezt,1.1,AUDITORÍA INTERNA      ,OAJ,Hallazgo por el incumplimiento de decisiones judiciales y obligaciones legales pendientes de atención,Inefectividad en el cumplimiento del procedimiento establecido y de los puntos de control,
100,12,joaramirezt,4.a,AUDITORÍA INTERNA      ,OAJ,"Hallazgo por el incumplimiento del informe mensual de los procesos asignados, por parte del abogado a cargo de la defensa judicial",Inefectividad en el cumplimiento y seguimiento de los procesos asignados a la firma de abogados encargada de la Defensa Judicial.,
101,12,joaramirezt,4.b,AUDITORÍA INTERNA      ,OAJ,Hallazgo por la falta de actualización y adecuado registro de la información en sistema de procesos judiciales siproj-web,Inefectividad en el cumplimiento y seguimiento del registro de la información en Sistema de Procesos Judiciales SIPROJ-WEB,
102,12,joaramirezt,4.1,AUDITORÍA INTERNA      ,OAJ,Hallazgo por la no respuesta oportuna de los derechos de petición y solucitudes de los ciudadanos,Falta de seguimiento y control en los tiempos de respuesta a las peticiones,
103,12,joaramirezt,7.a,AUDITORÍA INTERNA      ,OAJ,Hallazgo por falta de seguimiento a la política de prevención del daño antijurídico,Falta de seguimiento a la Politica de Prevencion del Daño Antijurídico ,
104,12,joaramirezt,8.a,AUDITORÍA INTERNA      ,OAJ,Hallazgo por deficiencias en la aplicación del procedimiento de cobro coactivo,Inexistencia de procedimiento de cobro coactivo e ineficacia en la aplicación del manual de cartera,
105,13,llvergaraa,2.1.1,AUDITORÍA INTERNA      , VIA,"Hallazgo por la falta de actualización de los procedimientos GD- PR-008, GD-PR-010, GD-PR-017, GD-PR-019.","Una vez verificados los procedimientos, se identifica que los mismos no se actualizan desde la vigencia 2017, lo anterior evidencia incumplimiento a la Resolución 501 del 08 de septiembre de 2023, así como a la CIRCULAR N° 004 del 04 de marzo de 2022",
106,13,llvergaraa,2.1.2,AUDITORÍA INTERNA      , VIA,Hallazgo por la falta de unificación de criterios en cuanto al uso de procedimientos y formatos usados en las diferentes facultades.,"No se usan los formatos establecidos en los procedimientos; sin embargo, las labores se desarrollan con el uso de otras herramientas o formatos ",
107,13,llvergaraa,2.2.1.1,AUDITORÍA INTERNA      , VIA,Hallazgo por el no uso de los formatos establecidos en el procedimiento.,"Una vez realizada la verificación en las diferentes facultades sobre el uso del procedimiento, así como el cumplimiento de cada una de sus actividades, se evidencia que, si bien se cumple de manera general el flujo del mismo, se tienen falencias en el uso de los formatos asociados. ",
108,13,llvergaraa,2.2.2.1,AUDITORÍA INTERNA      , VIA,Hallazgo por el no uso de los formatos establecidos en el procedimiento.,"Una vez realizada la verificación en las diferentes facultades sobre el uso del procedimiento, así como el cumplimiento de cada una de sus actividades, se evidencia que, el manejo de las prácticas académicas de manera general se realiza de una forma organizada, cumpliendo con el objetivo general.  ",
109,14,joaramirezt,1,AUDITORÍA INTERNA      ,ILUD,"Inconsistencia en la información reportada para los indicadores EPS-132, EPS-133, EPS-134 y
EPS-135. La información de los resultados del ILUD para las vigencias 2020 a 2023 y que reportó la cantidad de personas que se inscriben y acceden a los cursos de Extensión del Instituto ILUD, no coinciden con lo reportado en los indicadores, lo cual causa que la medición de estos no se haya podido determinar con precisión y de manera clara.",Diferentes fuentes de información y datos con reportes parciales.,
110,14,joaramirezt,2,AUDITORÍA INTERNA      ,ILUD,"Falta de control en la gestión documental del ILUD frente a los soportes documentales, en particular las hojas de vida de los indicadores EPS-132, EPS-133, EPS-134 y EPS-135, y que debieron ser entregados periódicamente a la Oficina Asesora de Planeación de la Universidad.
Aunque se entregaron unas cartas remisorias, los soportes debidamente firmados con las hojas de vida de los indicadores, se indicó por el ILUD que no cuenta con estos.",Falta de cronograma para recopilación y entrega de hojas de vida de los indicadores.,
111,15,krcuellard,1.2,AUDITORÍA INTERNA      ,TGE,Partidas con antigüedad de dos (2) y hasta cuatro (4) meses sin identificar: Según la conciliación del mes de agosto se evidencia valores pendientes por identificar con antigüedad de dos (2) y hasta cuatro (4) meses como es valores anulados y rechazados.,"No implementación del procedimiento GRF-PR-024-ACREEDORES, PROCESO DE GESTION DE RECURSOS FINANCIEROS

https://sigud.udistrital.edu.co/vision/filesSIGUD/SIGUD%202018/Gestion%20de%20Recursos%20Financieros/GRF-PR-024/#diagram/1766c20b-ffc5-46cf-bce7-75c1365d17b2",
112,15,krcuellard,1.8,AUDITORÍA INTERNA      ,IDEXUD,"Incumplimiento del parágrafo 1 de la Circular DDT No. 5 de febrero de 2018,que establece la responsabilidad de las entidades y los servidores públicos donde indica “ les corresponde el deber de garantizar la seguridad y control de los recursos del patrimonio distrital, la adecuada gestión de riesgos y la aplicación de controles preventivos” corresponde a la Administración efectuar la gestión para solicitar una póliza de cobertura de Infidelidad y Riesgos Financieros (IRF) con el objetivo de proteger los recursos administrados por el IDEXUD: Hasta la fecha, no se ha procedido con la gestión correspondiente para obtener la póliza que resguarde los recursos a cargo del IDEXUD.","la oficina de Extensión es una dependencia de la universidad Distrital, por lo tanto funge bajo el mismo NIT, situación que ha impedido que se genere un nuevo contrato que ampare los recursos debido a que el contrato actual cubre los recursos de la universidad.",
113,15,krcuellard,2.1,AUDITORÍA INTERNA      ,IDEXUD,"Falta de control en la apertura  cuentas corrientes: Incumplimiento  al 'Instructivo para la Apertura de  Cuentas Bancarias', revela una  carencia en el control de la  autorización para la apertura.  Conforme al PROCEDIMIENTO EPSPR-005, APERTURA FINANCIERA'. El procedimiento EPS-PR-005  APERTURA FINANCIERA, pertenece  como lo registra SIGUD a (Extensión y  Proyección social) IDEXUD y no se  evidencia el paso que indique la revisión  y firma del procedimiento por parte del  director del IDEXUD o del ordenador del  gasto o quien haga sus veces, como lo   estipula el INSTRUCTIVO APERTURA  DE CUENTAS BANCARIAS enviado por parte del IDEXUD, según oficio No.  IE-20894-2023 ","El instructivo Código GRF-IN002 INSTRUCTIVO APERTURA DE  CUENTAS BANCARIAS, es la Versión 1 del documento, y cuando se proyectó no quedó en el mismo, el paso que efectivamente se realiza en torno a la firma que deben llevar las solicitudes de apertura de nuevos productos bancarios.",
114,15,krcuellard,2.2,AUDITORÍA INTERNA      ,IDEXUD,"Apertura de cuentas bancarias direccionadas a un solo banco: El GRF-IN-002 INSTRUCTIVO APERTURA CUENTAS BANCARIAS enviado mediante el oficio No. IE- 20894-2023 se encuentra solamente bajo la el control y funcionalidad del director del IDEXUD. Identificando que el proceso se direcciona a solo un banco, exclusivamente en este caso Banco Occidente","El instructivo Código GRF-IN002 INSTRUCTIVO APERTURA DE  CUENTAS BANCARIAS, es la Versión 1 del documento, y cuando se proyectó  se llevó de manera literal al proceso que actualmente se tiene establecido, dado que la oficina de Extensión en pro de optimizar recursos reduciendo los Gastos financieros, optó por manejar sus productos en Banco de Occidente.",
115,15,krcuellard,2.3,AUDITORÍA INTERNA      ,IDEXUD,"Falta de control en la elaboración del boletín diario de caja y bancos a fin de conocer el flujo de efectivo de todas las cuentas bancarias por parte del IDEXUD y Tesorería Principal: Se identifica que sí se presentaron inconsistencias en la información recibida de acuerdo a la respuesta enviada en el documento IE-21864-2023 con fecha del 24 de noviembre de 2023, debido a que no se incluyeron los boletines diarios de efectivo y bancos en dicha información, y la información no fue enviada oportunamente, de manera clara y precisa en los tiempos estipulados por la Oficina de Control Interno.","El evento que comprometió la seguridad informática de la universidad Distrital, afectó la información que se tenía en ese momento en carpetas compartidas, puntualmente los equipos asignados a tesorería fueron afectados de modo mucha información debió reconstruirse, confidencialmente al momento de la auditoría la Oficina de Extensión se encontraba en ese proceso, situación que terminó en la demora de la entrega de la información dado los eventos relatados.",
116,15,krcuellard,2.4,AUDITORÍA INTERNA      ,IDEXUD,"Incumplimiento en el procedimiento y la elaboración de las conciliaciones bancarias de IDEXUD. Se identifica que sí se presentaron inconsistencias en la información recibida, de acuerdo a la respuesta enviada en el documento OF-504-2023 con fecha del 26 de octubre de 2023, debido a que la división financiera sugirió que se realizara dicha solicitud directamente al Instituto de Extensión de la Universidad Distrital, sin embargo, la dependencia encargada para el envío de las conciliaciones bancarias debidamente firmadas y realizadas de acuerdo al procedimiento GR-PR-010 ELABORACIÓN DE LA CONCILIACIÓN Y DEPURACIÓN DE LA CONCILIACIÓN es la Unidad de Contabilidad, y la información no fue enviada oportunamente, de manera clara y precisa en los tiempos estipulados por la Oficina de Control Interno.","En marco de la Auditoria se entrego por parte del equipo de la Oficina de Extensión Información que por Competencia es de la Sección de contabilidad en donde reposan las conciliaciones Aprobadas con la completitud de Firmas, Induciendo a un error al equipo Auditor de Control Interno ",
117,16,cgutmang,1.1.,AUDITORÍA INTERNA      ,VAF,Hallazgo de la oficina de contratacion por no tiene identificado el tratamiento de riesgos en la matriz integral de riesgos.,"la oficina de contratacion no existia en el momento que la OAP emitió las directrices para la formulación de riesgos 2023.
Se aclara que el Manual de Gestión para la Administración del Riesgo de la Universidad Distrital no establece periodicidad de actualización, por otro lado, se generará la mesa de trabajo con las unidades responsables para la identificación de actividades de tratamiento al riesgo de acuerdo a lo solicitado. ",
118,16,cgutmang,2.1,AUDITORÍA INTERNA      ,VAF,Hallazgo desactualización de la caracterización del proceso gestion contractual,"La caracterización del Proceso es el último documento que se actualiza puesto que esta refleja todo el Proceso, durante el trabajo realizado el año pasado quedó pendiente de actualizar y se actualizara una vez se defina el alcance de la Oficina de Contratación.",
119,16,cgutmang,3.1,AUDITORÍA INTERNA      ,VAF,"Hallazgo, por el no seguimiento de los indicadores del proceso de gestion contractual conforme a la hoja de vida.","El ejercicio de reporte es liderado por el SIGUD, quienes dan los lineamientos y terminos para el reporte de esos indicadores. Por lo anterior se presenta la falta de Digitalización de resultados logrados en cada indicador",
120,16,cgutmang,4.1,AUDITORÍA INTERNA      ,VAF,"Hallazgo por incumplimiento en la ejecución del procedimiento gc-pr-001 ""plan anual de adquisiciones."" ",En ocaciones no se hace necesario tener un documento especifico por parte de la Unidad responsable de la formulación del estudio de conveniencia y oportunidad,
121,16,cgutmang,4.2,AUDITORÍA INTERNA      ,VAF,Hallazgo no publicación en el secop las acualizaciones del plan anual de adquisiciones.,"Los archivos a adjuntar son muy pesados, lo que dificulta el cargue en la plataforma según lo parametros establecidos",
122,16,cgutmang,5.1,AUDITORÍA INTERNA      ,OAJ,Hallazgo por el no cargue de la informacion en la pagina web.,"Creacion de la nueva Oficna de Comtratacion y la falta de pagina web de la oficina para consolidar la publicación de la información correspondiente.
La base se datos remitida se actualiza diariamente y por esta razon se puede presentar variacion en los datos.",
123,16,cgutmang,5.2,AUDITORÍA INTERNA      ,OAJ,Hallazgo con respecto al cargue de la informacion en la plataforma secop ii.,Demora en el cargue de la información por parte de los dependencias responsables,
124,16,cgutmang,5.2,AUDITORÍA INTERNA      ,OAJ,Hallazgo con respecto al cargue de la informacion en la plataforma secop ii.,Demora en el cargue de la información por parte de los dependencias responsables,
125,16,cgutmang,5.3,AUDITORÍA INTERNA      ,OAJ,"Hallazgo con respecto a las incosistencias presentadas en
el acta de incio de los contratos de prestacion de servicios",Fallas en sistemas y pataformas tecnologicas por el hakeo que presentó la universidad. Por lo anterio se presnetaron modificaciones en los datos,
126,16,cgutmang,6.1,AUDITORÍA INTERNA      ,OAJ,Hallazgo por el no reporte de la informacion en la pagina web de la contratacion directa.,"Creacion de la nueva Oficna de Comtratacion y la falta de pagina web de la oficina para consolidar la publicación de la información correspondiente.
La base se datos remitida se actualiza diariamente y por esta razon se puede presentar variacion en los datos.",
127,16,cgutmang,8.1,AUDITORÍA INTERNA      ,VAF,Hallazgo por la ausencia de evaluación de proveedores.,Falta de gestion de los supervisores de contrato,
128,16,cgutmang,12.1,AUDITORÍA INTERNA      ,OAJ,Hallazgo no contar con el concepto emitido por la oficina asesora de planeacion para la suscripcion de los contratos de arrendamiento.,Fata de remision de la información a la OCI,
129,16,cgutmang,12.2,AUDITORÍA INTERNA      ,VAF,Hallazgo: incumplimiento en el carga de informes de supervisión en procesos contractuales,Falta de gestion de los supervisores de contrato,
130,16,cgutmang,13.1,AUDITORÍA INTERNA      ,VAF,Hallazgo por la no actualizacion del procedimiento adoptando la normatividad vigente.,La VAF remitio a SIGUD medinete acta los ajuste del procedimiento el cual se encuetra en tramite de actualización.,
131,16,cgutmang,14,AUDITORÍA INTERNA      ,VAF,Hallazgo por el no envio de informacion requerida,Debido a la cantidad de solicitudes que llegan a la VAF se dificulta cumplir con algunas solicitudes,
132,17,jeguzmang,1.1.1,AUDITORÍA INTERNA      ,SGSST,"Falta de revisión, modificación y actualización, así como desorden e irregular gestión documental de forma general, de los registros o documentos del Proceso GDTH y en el SG-SST en la página web; donde se evidencia lo anterior, y observándose como último año de revisión en él 2017. Se aclara que el Subsistema ha venido trabajando en este aspecto, pero hacia el SIGUD no se identifica este mismo actuar, de acuerdo a las evidencias encontradas.","Porque el proceso de aprobaciòn y publicaciòn corresponde al SIGUD, porque el SIGUD es el encargado de la revisiòn documental en la Universidad Distrital, porque esta establecido que el SIGUD publicar y comunica los documentos, procesos y procedimientos, que ya han sido aprobados, los deben estar publicados pagina web por SIGUD.",
